order_id	order_date	status	item_name	parent_name	sku	qty	line_total	product_id	variation_id
7724	2023-08-10	wc-completed	Stainless Steel Straws - Pack of 2	Stainless Steel Straws	SSS-2	6.0000	1134.0000	6505	6507
7725	2023-08-10	wc-completed	Yoga Blanket Made from Organic Cotton - Magenta	Yoga Blanket made from Organic Cotton	Yo-BT-C-MG	1.0000	1299.0000	6668	6686
7725	2023-08-10	wc-completed	Yoga Belt for Sturdy Grip - Rose	Yoga Belt/Strap for Sturdy Grip	Yo-BL-D-RE	1.0000	329.0000	6530	6549
7726	2023-08-10	wc-completed	Neem Wood Combs - Comb with Handle	Neem Wood Combs	NWC-H	1.0000	200.0000	5038	5596
7726	2023-08-10	wc-completed	Eco-Friendly Neem Wood Toothbrush - Pack of 2	Eco-Friendly Neem Wood Toothbrush	NTB-2	1.0000	225.0000	5037	5604
7726	2023-08-10	wc-completed	Yoga Blanket Made from Organic Cotton - Brown	Yoga Blanket made from Organic Cotton	Yo-BT-C-BW	1.0000	1299.0000	6668	6687
7726	2023-08-10	wc-completed	Yoga Belt for Sturdy Grip - Beige	Yoga Belt/Strap for Sturdy Grip	Yo-BL-D-BE	1.0000	329.0000	6530	6547
7727	2023-08-10	wc-completed	Yoga Blanket Made from Organic Cotton - Magenta	Yoga Blanket made from Organic Cotton	Yo-BT-C-MG	1.0000	1299.0000	6668	6686
7760	2023-08-10	wc-completed	Yoga Blanket Made from Organic Cotton - Magenta	Yoga Blanket made from Organic Cotton	Yo-BT-C-MG	1.0000	1169.1000	6668	6686
7800	2023-08-10	wc-completed	Yoga Blanket Made from Organic Cotton - Magenta	Yoga Blanket made from Organic Cotton	Yo-BT-C-MG	1.0000	1299.0000	6668	6686
7830	2023-08-14	wc-completed	Bamboo Rainstick	Bamboo Rainstick	MI-RS	1.0000	1650.0000	7484	0
7837	2023-08-17	wc-completed	Crescent Zafu Meditation Cushion - Grey	Crescent Zafu Meditation Cushion		1.0000	917.1000	6734	7562
7853	2023-08-20	wc-completed	Pangi Seed Shell Rattle	Pangi Seed Shell Rattle	MI-PS	1.0000	1708.0000	7356	0
7861	2023-08-21	wc-completed	7-Key Kalimba Made from Coconut Shell - Painted - Tortoise	7-Key Kalimba Made from Coconut Shell - Painted & Plain		1.0000	958.0000	7661	7664
7876	2023-08-24	wc-completed	Singing Bowls Silk Ring Cushion Accessories - 12cms, Brown	Singing Bowls Silk Ring Cushion Accessories	MI-SB-C-Bn-12	1.0000	202.5000	6988	7777
7876	2023-08-24	wc-completed	Wooden Mallets for Singing Bowls - Long Red	Wooden Mallets for Singing Bowls	MI-SB-M-R-Wd-4.5	1.0000	342.0000	6978	7527
7880	2023-08-30	wc-completed	Jala Neti Pot - Ceramic 185 ml - Mint Green	Jala Neti Pot - Ceramic 185 ml	NP-MG-185	1.0000	202.5000	5769	6336
7884	2023-09-01	wc-completed	Bamboo Rainstick	Bamboo Rainstick	MI-RS	1.0000	1550.0000	7484	0
7899	2023-09-08	wc-completed	Hi-Zafu Meditation Cushion filled with Buckwheat Hulls - Grey	Hi-Zafu Meditation Cushion - Filled with Buckwheat	Me-C-HZ-GY	1.0000	1040.0000	6755	6776
7899	2023-09-08	wc-completed	Yoga Blanket Made from Organic Cotton - Natural White	Yoga Blanket made from Organic Cotton	Yo-BT-C-NT	1.0000	1495.0000	6668	6688
7900	2023-09-08	wc-completed	Bamboo Rainstick	Bamboo Rainstick	MI-RS	1.0000	1550.0000	7484	0
7900	2023-09-08	wc-completed	Mini Bamboo and Aluminium Bar Chime	Mini Bamboo and Aluminium Bar Chime	MI-BCH-S-10	1.0000	950.0000	7450	0
7902	2023-09-09	wc-completed	Copper Bottle - Black Color with 7 Chakras Vintage - Without Brush	7 Chakras Vintage - Copper Bottle		1.0000	1245.0000	5682	5786
7912	2023-09-14	wc-completed	Jala Neti Pot - Ceramic 185 ml - Blue	Jala Neti Pot - Ceramic 185 ml	NP-B-185	1.0000	225.0000	5769	6918
7913	2023-09-14	wc-completed	Jala Neti Pot - Ceramic 185 ml - White	Jala Neti Pot - Ceramic 185 ml	NP-W-185	1.0000	225.0000	5769	5826
7915	2023-09-14	wc-completed	Singing Bowls Set with 7 Chakra Healing from Sound Therapy – Handcrafted - E-18	Handcrafted Set of 7 Bowls for Sound Therapy		1.0000	7461.0000	7887	7892
7923	2023-09-16	wc-completed	Copper Tongue Cleaner - Pack of 1, Straight	Copper Tongue Cleaner	TC-R-1	1.0000	139.5000	5042	7808
7923	2023-09-16	wc-completed	Copper Water Bottle with 2 Glasses Set with 7 Chakra Design - Vintage	Copper Bottle Gift Set - 7 Chakra		1.0000	1575.0000	6638	6648
7923	2023-09-16	wc-completed	Full Moon Singing Bowls - 6 Inches	Full Moon Singing Bowls - All Sizes	MI-SB-H-FM-6	1.0000	4815.0000	7607	7609
7923	2023-09-16	wc-completed	Eco-Friendly Neem Wood Toothbrush - Pack of 2	Eco-Friendly Neem Wood Toothbrush	NTB-2	1.0000	157.5000	5037	5604
7923	2023-09-16	wc-completed	Wooden Mallets for Singing Bowls - Long White	Wooden Mallets for Singing Bowls	MI-SB-M-R-Wd-4.5	1.0000	342.0000	6978	7526
7924	2023-09-17	wc-completed	Jala Neti Pot - Ceramic 185 ml - White	Jala Neti Pot - Ceramic 185 ml	NP-W-185	1.0000	225.0000	5769	5826
7927	2023-09-17	wc-completed	Handheld Shaker with Handle - Kenari Seed Shell Design	Kenari Seed Shell Shaker with Handle	MI-KS-H	1.0000	877.5000	7349	0
7927	2023-09-17	wc-completed	Bamboo Rainstick	Bamboo Rainstick	MI-RS	1.0000	1395.0000	7484	0
7931	2023-09-18	wc-completed	Jala Neti Pot - Ceramic 185 ml - White	Jala Neti Pot - Ceramic 185 ml	NP-W-185	1.0000	225.0000	5769	5826
7931	2023-09-18	wc-completed	Jala Neti Pot - Ceramic 185 ml - Blue	Jala Neti Pot - Ceramic 185 ml	NP-B-185	1.0000	225.0000	5769	6918
7931	2023-09-18	wc-completed	Jala Neti Pot - Ceramic 185 ml - Lemon Yellow	Jala Neti Pot - Ceramic 185 ml	NP-LY-185	1.0000	225.0000	5769	6335
7931	2023-09-18	wc-completed	Jala Neti Pot - Ceramic 185 ml - Mint Green	Jala Neti Pot - Ceramic 185 ml	NP-MG-185	2.0000	450.0000	5769	6336
7936	2023-09-19	wc-completed	Jala Neti Pot - Ceramic 185 ml - Mint Green	Jala Neti Pot - Ceramic 185 ml	NP-MG-185	1.0000	225.0000	5769	6336
7947	2023-09-20	wc-completed	Dumru/Dumroo Indian Handmade Percussion Instrument - 10cms, Dark Brown	Dumru/Dumroo Indian Handmade Percussion Instrument		1.0000	435.0000	5740	6910
7950	2023-09-21	wc-completed	Engraved Copper Water Bottles	7 Chakras Copper Water Bottles		1.0000	1365.0000	6080	6261
7952	2023-09-22	wc-completed	Singing Bowls Silk Ring Cushion Accessories - 10cms, Red	Singing Bowls Silk Ring Cushion Accessories	MI-SB-C-R-10	1.0000	180.0000	6988	7771
7960	2023-09-22	wc-completed	Wooden Mallets for Singing Bowls - Red Wide	Wooden Mallets for Singing Bowls	MI-SB-M-R-Wd-4.5	1.0000	250.0000	6978	7522
7960	2023-09-22	wc-completed	Yoga Belt/Strap for Sturdy Grip - Rose	Yoga Belt/Strap for Sturdy Grip	Yo-BL-D-RE	1.0000	349.0000	6530	6549
7962	2023-09-23	wc-completed	Engraved Copper Water Bottles	7 Chakras Copper Water Bottles		1.0000	1120.5000	6080	6262
7963	2023-09-24	wc-completed	Singing Bowls Set with 7 Chakra Healing from Sound Therapy – Handcrafted	Handcrafted Set of 7 Bowls for Sound Therapy		1.0000	31499.1000	7887	0
7966	2023-09-25	wc-completed	Shamanic Drum with Butterfly Artwork	Shamanic Drum	MI-SD-B	1.0000	4499.1000	7293	0
8014	2023-10-02	wc-completed	Copper Water Bottle with 2 Glasses Set with 7 Chakra Design - Vintage	Copper Bottle Gift Set - 7 Chakra		1.0000	1575.0000	6638	6648
8039	2023-10-05	wc-completed	Zafu & Zabuton Meditation Cushion Combo - Navy Blue	Zafu & Zabuton Meditation Cushion Combo	CO-Me-Zf-Zn-C-NB	1.0000	2110.5000	7177	7186
8055	2023-10-08	wc-completed	Copper Bottle with Brush – Tattvamasi - Without Brush	Tattvamasi-I am Infinite		1.0000	1245.0000	5466	5633
8088	2023-10-11	wc-completed	Asalato/Aslatau or Kashaka Shaker	Asalato/Aslatau or Kashaka Shaker	MI-AS	1.0000	1095.0000	7300	0
8095	2023-10-13	wc-completed	Kenari Seed Shell Shakers - Large	Kenari Seed Shell Shakers	MI-KR-S-L	1.0000	1699.0000	7472	7511
8112	2023-10-27	wc-completed	Wooden Mallets for Singing Bowls - Long White	Wooden Mallets for Singing Bowls	MI-SB-M-R-Wd-4.5	1.0000	380.0000	6978	7526
8112	2023-10-27	wc-completed	Singing Bowls Silk Ring Cushion Accessories - 18 cms, Brown	Singing Bowls Silk Ring Cushion Accessories	MI-SB-C-Bn-18	1.0000	345.0000	6988	7798
8114	2023-10-30	wc-completed	Natural Cotton Yoga Mat with Natural Rubber Grip - Lotus - Orange			1.0000	2995.0000	7642	7646
8117	2023-10-31	wc-completed	Zafu Meditation Cushion - Sage	Zafu Meditation Cushion Plain Filled with Cotton	Me-Z-R-C-SE	1.0000	985.0000	6711	6733
8126	2023-11-04	wc-completed	Pangi Seed Shell Rattle	Pangi Seed Shell Rattle	MI-PS	1.0000	1699.0000	7356	0
8126	2023-11-04	wc-completed	Kenari Seed Shell Shakers - Large	Kenari Seed Shell Shakers	MI-KR-S-L	1.0000	1699.0000	7472	7511
8127	2023-11-04	wc-completed	7 Chakras Mystical Incense Sticks Set - 7 Chakara	7 Chakras Mystical Incense Sticks Set	IS-7C	1.0000	490.0000	7687	7688
8129	2023-11-05	wc-completed	Yoga Bolster made from Organic Cotton - Navy Blue	Round Yoga Bolster	Yo-BR-R-NB	1.0000	1275.0000	6689	6693
8137	2023-11-08	wc-completed	Printed Copper Water Bottles	Artistically Designed Copper Bottles		1.0000	1245.0000	6007	6254
8203	2023-11-13	wc-completed	Jala Neti Pot - Ceramic 185 ml - Blue	Jala Neti Pot - Ceramic 185 ml	NP-B-185	1.0000	225.0000	5769	6918
8248	2023-11-13	wc-completed	Jala Neti Pot - Ceramic 185 ml - Mint Green	Jala Neti Pot - Ceramic 185 ml	NP-MG-185	2.0000	450.0000	5769	6336
8251	2023-11-18	wc-completed	Printed Copper Water Bottles	Artistically Designed Copper Bottles		1.0000	1245.0000	6007	6250
8252	2023-11-19	wc-completed	Tingsha Bell - Mantra, 7cms	Tingsha Bell		2.0000	3300.0000	5763	6961
8306	2023-11-25	wc-completed	Bamboo Rainstick	Bamboo Rainstick	MI-RS	1.0000	1550.0000	7484	0
8306	2023-11-25	wc-completed	Pangi Seed Shell Rattle	Pangi Seed Shell Rattle	MI-PS	1.0000	1699.0000	7356	0
8306	2023-11-25	wc-completed	Wooden Maracas Shaker - Dot Painted			1.0000	995.0000	7548	0
8312	2023-11-27	wc-completed	Copper Tongue Cleaner - Pack of 4, Straight	Copper Tongue Cleaner	TC-R-1	3.0000	1185.0000	5042	7812
8313	2023-11-27	wc-completed	Copper Tongue Cleaner - Pack of 1, Straight	Copper Tongue Cleaner	TC-R-1	1.0000	155.0000	5042	7808
8313	2023-11-27	wc-completed	Stainless Steel Straws - Pack of 2	Stainless Steel Straws	SSS-2	1.0000	175.0000	6505	6507
8458	2023-12-02	wc-completed	Yoga Bolster made from Organic Cotton - Rose	Round Yoga Bolster	Yo-BR-R-RE	1.0000	1275.0000	6689	6694
8460	2023-12-03	wc-completed	Copper Bottle - Black Color with 7 Chakras Vintage - With Brush	7 Chakras Vintage - Copper Bottle		1.0000	1365.0000	5682	5787
8469	2023-12-04	wc-completed	Asalato/Aslatau or Kashaka Shaker	Asalato/Aslatau or Kashaka Shaker	MI-AS	1.0000	1095.0000	7300	0
8472	2023-12-06	wc-completed	Crescent Zafu Meditation Cushion - Cotton Texture 1	Crescent Zafu Meditation Cushion		1.0000	1095.0000	6734	6752
8507	2023-12-08	wc-completed	Asalato/Aslatau or Kashaka Shaker	Asalato/Aslatau or Kashaka Shaker	MI-AS	1.0000	1095.0000	7300	0
8616	2023-12-08	wc-completed	Tingsha Bell - Mantra, 7cms	Tingsha Bell		1.0000	1650.0000	5763	6961
8626	2023-12-13	wc-completed	Yoga Bolster made from Organic Cotton - Navy Blue	Round Yoga Bolster	Yo-BR-R-NB	1.0000	1275.0000	6689	6693
8640	2023-12-13	wc-completed	Wooden Mallets for Singing Bowls - Long White	Wooden Mallets for Singing Bowls	MI-SB-M-R-Wd-4.5	1.0000	380.0000	6978	7526
8640	2023-12-13	wc-completed	Wooden Mallets for Singing Bowls - Long Red	Wooden Mallets for Singing Bowls	MI-SB-M-R-Wd-4.5	1.0000	480.0000	6978	7527
8709	2023-12-15	wc-completed	Tibetan Dumroo - Round 8cm			1.0000	2000.0000	7213	7221
8709	2023-12-15	wc-completed	Neem Wood Combs - Combo 3	Neem Wood Combs	CO-NWC-S-P-H	1.0000	375.0000	5038	5600
8709	2023-12-15	wc-completed	7 Chakras Mystical Incense Sticks Set - 7 Chakara	7 Chakras Mystical Incense Sticks Set	IS-7C	1.0000	490.0000	7687	7688
8710	2023-12-15	wc-completed	Zafu & Zabuton Meditation Cushion Combo - Navy Blue	Zafu & Zabuton Meditation Cushion Combo	CO-Me-Zf-Zn-C-NB	1.0000	2345.0000	7177	7186
8711	2023-12-16	wc-completed	Engraved Copper Water Bottles	7 Chakras Copper Water Bottles		1.0000	1295.0000	6080	8324
8712	2023-12-18	wc-completed	Kenari Seed Shell Shakers - Small	Kenari Seed Shell Shakers	MI-KR-S-S	1.0000	785.0000	7472	7510
8712	2023-12-18	wc-completed	Thunder Tube	Thunder Tube - Basic Edition	MI-TT-20	1.0000	950.0000	7317	0
8713	2023-12-19	wc-completed	Bamboo Rainstick	Bamboo Rainstick	MI-RS	1.0000	1550.0000	7484	0
8714	2023-12-19	wc-completed	Hammered Singing Bowl - 10cms	Dotted Singing Bowl	MI-SB-H-4	1.0000	1590.0000	6892	6901
8756	2023-12-21	wc-completed	Handmade Polished Singing Bowls for Sound Therapy - 22cms(Heart Bowl)	Handmade Singing Bowls - All Sizes		1.0000	5950.0000	6884	8034
8759	2023-12-24	wc-completed	Jala Neti Pot - Ceramic 185 ml - White	Jala Neti Pot - Ceramic 185 ml	NP-W-185	2.0000	450.0000	5769	5826
8760	2023-12-25	wc-completed	Hi-Zafu Meditation Cushion filled with Buckwheat Hulls - Sage	Hi-Zafu Meditation Cushion - Filled with Buckwheat	Me-C-HZ-SE	1.0000	1040.0000	6755	6778
8780	2024-01-02	wc-completed	Wooden Maracas Shaker	Wooden Maracas Shakers | Plain & Dot Painted	MI-WM	1.0000	895.0000	7542	0
8780	2024-01-02	wc-completed	Bamboo Rainstick - 40cms	Bamboo Rainstick	MI-RS-B-40	1.0000	1350.0000	7484	8762
8780	2024-01-02	wc-completed	Thunder Tube	Thunder Tube - Basic Edition	MI-TT-20	1.0000	950.0000	7317	0
8780	2024-01-02	wc-completed	Mini Coconut Shakers - 3 Types - Eye Shaped	Mini Coconut Shakers - 3 Types	MI-CS-E	1.0000	699.0000	6062	6065
8780	2024-01-02	wc-completed	Mini Coconut Shaker - Round shape			1.0000	699.0000	5725	0
8780	2024-01-02	wc-completed	Mini Bamboo and Aluminium Bar Chime	Mini Bamboo and Aluminium Bar Chime	MI-BCH-S-10	1.0000	950.0000	7450	0
8780	2024-01-02	wc-completed	Dumru/Dumroo Indian Handmade Percussion Instrument - 6cms, Dark Brown	Dumru/Dumroo Indian Handmade Percussion Instrument		1.0000	265.0000	5740	6097
8780	2024-01-02	wc-completed	Dumru/Dumroo Indian Handmade Percussion Instrument - 8cms, Multicolour	Dumru/Dumroo Indian Handmade Percussion Instrument		1.0000	345.0000	5740	6905
8780	2024-01-02	wc-completed	Natural Bamboo Xylophone with 5 Keys	Natural Bamboo Xylophone with 5 Keys	MI-XP-B-5	1.0000	2650.0000	7435	0
8780	2024-01-02	wc-completed	7-Key Kalimba Made from Coconut Shell - Painted - Flower	7-Key Kalimba Made from Coconut Shell - Painted & Plain		1.0000	1090.0000	7661	7663
8780	2024-01-02	wc-completed	Kenari Seed Shell Shakers - Large	Kenari Seed Shell Shakers	MI-KR-S-L	1.0000	1699.0000	7472	7511
8780	2024-01-02	wc-completed	Singing Bowls Silk Ring Cushion Accessories - 10cms, Purple	Singing Bowls Silk Ring Cushion Accessories		1.0000	180.0000	6988	7769
8780	2024-01-02	wc-completed	Singing Bowls Silk Ring Cushion Accessories - 12cms, Purple	Singing Bowls Silk Ring Cushion Accessories		1.0000	225.0000	6988	7776
8780	2024-01-02	wc-completed	Singing Bowls Silk Ring Cushion Accessories - 14cms, Purple	Singing Bowls Silk Ring Cushion Accessories		1.0000	265.0000	6988	7783
8780	2024-01-02	wc-completed	Singing Bowls Silk Ring Cushion Accessories - 16 cms, Purple	Singing Bowls Silk Ring Cushion Accessories		1.0000	300.0000	6988	7790
8780	2024-01-02	wc-completed	Singing Bowls Silk Ring Cushion Accessories - 18 cms, Purple	Singing Bowls Silk Ring Cushion Accessories		1.0000	345.0000	6988	7797
8784	2024-01-04	wc-completed	Hi-Zafu Meditation Cushion filled with Buckwheat Hulls - Sage	Hi-Zafu Meditation Cushion - Filled with Buckwheat	Me-C-HZ-SE	1.0000	1040.0000	6755	6778
8911	2024-01-10	wc-completed	Asalato/Aslatau or Kashaka Shaker	Asalato/Aslatau or Kashaka Shaker	MI-AS	1.0000	1095.0000	7300	0
8921	2024-01-10	wc-completed	Kenari Seed Shell Shakers - Large	Kenari Seed Shell Shakers	MI-KR-S-L	1.0000	1699.0000	7472	7511
8921	2024-01-10	wc-completed	Hammered Singing Bowl - 14cms	Dotted Singing Bowl	MI-SB-H-5.5	1.0000	2150.0000	6892	6902
8922	2024-01-11	wc-completed	Bamboo Rainstick - 60cms	Bamboo Rainstick	MI-RS-B-60	1.0000	1750.0000	7484	8763
8931	2024-01-12	wc-completed	Tingsha Bell - Symbol, 7cms	Tingsha Bell		1.0000	1650.0000	5763	6959
8932	2024-01-14	wc-completed	Handmade Universal Bowl for Sound Healing	Handmade Universal Bowl for Sound Healing	MI-SB-HM-UN	1.0000	7650.0000	8143	0
8933	2024-01-15	wc-completed	Wooden Mallets for Singing Bowls - Long White	Wooden Mallets for Singing Bowls	MI-SB-M-R-Wd-4.5	1.0000	380.0000	6978	7526
8934	2024-01-15	wc-completed	Thunder Tube	Thunder Tube - Basic Edition	MI-TT-20	1.0000	950.0000	7317	0
8934	2024-01-15	wc-completed	S-Shaped Didgeridoo - Red	S-Shaped Didgeridoo	MI-DG-S-R	1.0000	7750.0000	7307	7315
8947	2024-01-17	wc-completed	Jala Neti Pot - Ceramic 185 ml - Lemon Yellow	Jala Neti Pot - Ceramic 185 ml	NP-LY-185	1.0000	225.0000	5769	6335
8951	2024-01-18	wc-completed	Tingsha Bell - Symbol, 6.5cms	Tingsha Bell		3.0000	4650.0000	5763	7841
8951	2024-01-18	wc-completed	Tingsha Bell - Mantra, 6.5cms	Tingsha Bell		3.0000	4650.0000	5763	7722
8952	2024-01-19	wc-completed	Jala Neti Pot - Ceramic 185 ml - Mint Green	Jala Neti Pot - Ceramic 185 ml	NP-MG-185	1.0000	225.0000	5769	6336
8954	2024-01-19	wc-completed	Wooden Mallets for Singing Bowls - Long White	Wooden Mallets for Singing Bowls	MI-SB-M-R-Wd-4.5	1.0000	380.0000	6978	7526
8954	2024-01-19	wc-completed	Wooden Mallets for Singing Bowls - Black Wide	Wooden Mallets for Singing Bowls	MI-SB-M-R-Wd-4.5	1.0000	250.0000	6978	7524
8954	2024-01-19	wc-completed	Egg Shaker with Handle	Egg Shaker with Handle	MI-ES-H	1.0000	785.0000	7396	0
8954	2024-01-19	wc-completed	Handheld Natural Coconut Shaker	Handheld Natural Coconut Shaker	MI-CS-H	1.0000	879.0000	5713	0
8954	2024-01-19	wc-completed	Singing Bowls Silk Ring Cushion Accessories - 14cms, Green	Singing Bowls Silk Ring Cushion Accessories	MI-SB-C-G-14	1.0000	265.0000	6988	7779
8954	2024-01-19	wc-completed	Singing Bowls Silk Ring Cushion Accessories - 14cms, Blue	Singing Bowls Silk Ring Cushion Accessories	MI-SB-C-B-14	1.0000	265.0000	6988	7780
8955	2024-01-20	wc-completed	Singing Bowls with Sacred Mantra Printed - Gold, 5.5 Inches	Singing Bowls with Sacred Mantra Printed	MI-SB-P-W-5.5	1.0000	2350.0000	6807	7290
8960	2024-01-22	wc-completed	Copper Bottle - Be here now with 7 chakras plain - With Brush	7 Chakras Gold - Copper Bottle		1.0000	1365.0000	5675	5785
8980	2024-01-24	wc-completed	Asalato/Aslatau or Kashaka Shaker	Asalato/Aslatau or Kashaka Shaker	MI-AS	2.0000	2190.0000	7300	0
8991	2024-01-26	wc-completed	Singing Bowls Silk Ring Cushion Accessories - 18 cms, Brown	Singing Bowls Silk Ring Cushion Accessories	MI-SB-C-Bn-18	1.0000	345.0000	6988	7798
8992	2024-01-27	wc-completed	Jala Neti Pot - Ceramic 185 ml - Green	Jala Neti Pot - Ceramic 185 ml		1.0000	225.0000	5769	7971
8997	2024-01-28	wc-completed	Bamboo Rainstick - 1m	Bamboo Rainstick	MI-RS-B-1M	1.0000	2950.0000	7484	8764
8997	2024-01-28	wc-completed	Thunder Tube	Thunder Tube - Basic Edition	MI-TT-20	1.0000	950.0000	7317	0
8997	2024-01-28	wc-completed	7 Chakras Mystical Incense Sticks Set - Pure Lavender	7 Chakras Mystical Incense Sticks Set		1.0000	80.0000	7687	7692
8997	2024-01-28	wc-completed	7-Key Kalimba Made from Coconut Shell - Painted - Tortoise	7-Key Kalimba Made from Coconut Shell - Painted & Plain		1.0000	1090.0000	7661	7664
9014	2024-02-02	wc-completed	Pangi Seed Shell Rattle	Pangi Seed Shell Rattle	MI-PS	5.0000	8495.0000	7356	0
9018	2024-02-04	wc-completed	Wooden Mallets for Singing Bowls - Long White	Wooden Mallets for Singing Bowls	MI-SB-M-R-Wd-4.5	1.0000	342.0000	6978	7526
9018	2024-02-04	wc-completed	Copper Water Bottle with 2 Glasses Set with 7 Chakra Design - Vintage	Copper Bottle Gift Set - 7 Chakra		1.0000	1575.0000	6638	6648
9018	2024-02-04	wc-completed	Jala Neti Pot - Ceramic 185 ml - Red	Jala Neti Pot - Ceramic 185 ml	NP-R-185	1.0000	202.5000	5769	5776
9018	2024-02-04	wc-completed	Singing Bowls Silk Ring Cushion Accessories - 14cms, Orange	Singing Bowls Silk Ring Cushion Accessories	MI-SB-C-O-14	1.0000	238.5000	6988	7782
9020	2024-02-05	wc-completed	Copper Bottle with Brush – Tattvamasi - Without Brush	Tattvamasi-I am Infinite		1.0000	17.9100	5466	5633
