test_id,module,scenario,test_type,environment,expected,actual,status,severity,evidence,defect_id,fix_commit,retested,notes
PART-019,PART,PART-019,AUTO,demo+local-tests+lightsail,per master certification brief,PASS,PASS,Composer,Covered by automated suite / live check this certification,,,YES,Covered by automated suite / live check this certification
PART-020,PART,PART-020,AUTO,demo+local-tests+lightsail,per master certification brief,PASS,PASS,Composer,Covered by automated suite / live check this certification,,,YES,Covered by automated suite / live check this certification
PART-021,PART,PART-021,AUTO,demo+local-tests+lightsail,per master certification brief,PASS,PASS,Composer,Covered by automated suite / live check this certification,,,YES,Covered by automated suite / live check this certification
PART-022,PART,PART-022,AUTO,demo+local-tests+lightsail,per master certification brief,PASS,PASS,Composer,Covered by automated suite / live check this certification,,,YES,Covered by automated suite / live check this certification
RTO-001,RTO,RTO-001,AUTO,demo+local-tests+lightsail,per master certification brief,PASS,PASS,Composer,Covered by automated suite / live check this certification,,,YES,Covered by automated suite / live check this certification
RTO-002,RTO,RTO-002,AUTO,demo+local-tests+lightsail,per master certification brief,PASS,PASS,Composer,Covered by automated suite / live check this certification,,,YES,Covered by automated suite / live check this certification
RTO-003,RTO,RTO-003,AUTO,demo+local-tests+lightsail,per master certification brief,PASS,PASS,Composer,Covered by automated suite / live check this certification,,,YES,Covered by automated suite / live check this certification
RTO-004,RTO,RTO-004,AUTO,demo+local-tests+lightsail,per master certification brief,PASS,PASS,Composer,Covered by automated suite / live check this certification,,,YES,Covered by automated suite / live check this certification
RTO-005,RTO,RTO-005,AUTO,demo+local-tests+lightsail,per master certification brief,PASS,PASS,Composer,Covered by automated suite / live check this certification,,,YES,Covered by automated suite / live check this certification
RTO-006,RTO,RTO-006,AUTO,demo+local-tests+lightsail,per master certification brief,PASS,PASS,Composer,Covered by automated suite / live check this certification,,,YES,Covered by automated suite / live check this certification
RTO-007,RTO,RTO-007,AUTO,demo+local-tests+lightsail,per master certification brief,PASS,PASS,Composer,Covered by automated suite / live check this certification,,,YES,Covered by automated suite / live check this certification
RTO-008,RTO,RTO-008,AUTO,demo+local-tests+lightsail,per master certification brief,PASS,PASS,Composer,Covered by automated suite / live check this certification,,,YES,Covered by automated suite / live check this certification
RTO-009,RTO,RTO-009,AUTO,demo+local-tests+lightsail,per master certification brief,PASS,PASS,Composer,Covered by automated suite / live check this certification,,,YES,Covered by automated suite / live check this certification
RTO-010,RTO,RTO-010,AUTO,demo+local-tests+lightsail,per master certification brief,PASS,PASS,Composer,Covered by automated suite / live check this certification,,,YES,Covered by automated suite / live check this certification
RTO-011,RTO,RTO-011,AUTO,demo+local-tests+lightsail,per master certification brief,PASS,PASS,Composer,Covered by automated suite / live check this certification,,,YES,Covered by automated suite / live check this certification
RTO-012,RTO,RTO-012,AUTO,demo+local-tests+lightsail,per master certification brief,PASS,PASS,Composer,Covered by automated suite / live check this certification,,,YES,Covered by automated suite / live check this certification
RTO-013,RTO,RTO-013,AUTO,demo+local-tests+lightsail,per master certification brief,PASS,PASS,Composer,Covered by automated suite / live check this certification,,,YES,Covered by automated suite / live check this certification
RTO-014,RTO,RTO-014,AUTO,demo+local-tests+lightsail,per master certification brief,PASS,PASS,Composer,Covered by automated suite / live check this certification,,,YES,Covered by automated suite / live check this certification
RTO-015,RTO,RTO-015,AUTO,demo+local-tests+lightsail,per master certification brief,PASS,PASS,Composer,Covered by automated suite / live check this certification,,,YES,Covered by automated suite / live check this certification
RTO-016,RTO,RTO-016,AUTO,demo+local-tests+lightsail,per master certification brief,PASS,PASS,Composer,Covered by automated suite / live check this certification,,,YES,Covered by automated suite / live check this certification
RTO-017,RTO,RTO-017,GAP,demo+local-tests+lightsail,per master certification brief,NOT_RUN,NOT_RUN,Composer,Not covered by executed automated suites this run,,,,Not covered by executed automated suites this run
