excel_sku,excel_name,db_sku,product_name,attrs,slug,variant_id,match_method
CB-BJ,Sarveda Copper Bedroom Jar,CB-BJ,Ayurvedic Copper Bedroom Jar,[],ayurvedic-copper-bedroom-jar,5deafb97-2c0b-4dc0-beb6-ba4486d5bc0c,sku_exact
CB-HW-.5,Happiness Copper Bottle-white 500Ml,CB-HW-.5,Artistically Designed Copper Bottles,[],artistically-designed-copper-bottles,1e18ba19-29b3-4ec5-8de9-0ad2eff47c36,sku_exact
CB-T-.5,Tatvamassi Copper Bottle-Blue- 500Ml,CB-T-.5,Artistically Designed Copper Bottles,[],artistically-designed-copper-bottles,53c0448e-7b77-4ffc-be70-59d3c304e045,sku_exact
CB-OL-.5,Orange light Copper Bottle 500 Ml,CB-OL-.5,Artistically Designed Copper Bottles,[],artistically-designed-copper-bottles,3bf0edd3-2cf8-4d8d-bdad-2ab8cf542146,sku_exact
CB-PNT-.5,Pink Noble light Copper Bottle 500 Ml,CB-PNT-.5,Artistically Designed Copper Bottles,[],artistically-designed-copper-bottles,15d4eeb6-ad0f-44a4-9d24-11c7e38c8c23,sku_exact
CB-BM-.5,Blue Meditation Copper Bottle .500Ml,CB-BM-.5,Artistically Designed Copper Bottles,[],artistically-designed-copper-bottles,b6d3c275-d8fc-4e7f-b754-048ffef52b7e,sku_exact
CB-7CP-.5,7 Chakras Copper Plain Bottle -500 Ml,CB-7CP-.5,7 Chakras Copper Water Bottles,[],7-chakras-copper-water-bottles,3b666585-a1df-4dab-aaab-3e1cbd378f8f,sku_exact
CB-7CV-.5,7 Chakras Vintage Copper Bottle .500 Ml,CB-7CV-.5,7 Chakras Copper Water Bottles,[],7-chakras-copper-water-bottles,640e4291-f2c2-45f8-a49b-719bbb5f838c,sku_exact
NP-MG-185,Sarveda Ayurvedic Ceramic Jala Neti Pot for Nasal Cleansing | Mint Green,NP-MG-185,Jala Neti Pot - Ceramic 185 ml,[],jala-neti-pot-ceramic-185-ml,eadd7883-19d4-4a5b-9aff-a5378017798e,sku_exact
NP-R-185,Sarveda Ayurvedic Ceramic Jala Neti Pot for Nasal Cleansing | Red,NP-R-185,Jala Neti Pot - Ceramic 185 ml,[],jala-neti-pot-ceramic-185-ml,fc80b7a4-c294-4911-9f6b-fed8caeb6856,sku_exact
NP-B-185,Sarveda Ayurvedic Ceramic Jala Neti Pot for Nasal Cleansing | Blue,NP-B-185,Jala Neti Pot - Ceramic 185 ml,[],jala-neti-pot-ceramic-185-ml,73eb877d-174c-4e75-935a-d9d42c6b0d6f,sku_exact
NP-LY-185,Sarveda Ayurvedic Ceramic Jala Neti Pot for Nasal Cleansing | Lemon Yellow,NP-LY-185,Jala Neti Pot - Ceramic 185 ml,[],jala-neti-pot-ceramic-185-ml,9348483b-b9de-4dd4-a7da-99fa4da97a1b,sku_exact
NP-W-185,Sarveda Ayurvedic Ceramic Jala Neti Pot for Nasal Cleansing | White,NP-W-185,Jala Neti Pot - Ceramic 185 ml,[],jala-neti-pot-ceramic-185-ml,a20250c1-f1a4-4943-9a87-256820976581,sku_exact
Yo-BR-R-RP,Sarveda Yoga Bolster filled with Cotton | Rouge Pink,Yo-BR-R-RP,Round Yoga Bolster,[],round-yoga-bolster,96d4eb9f-bb0f-4577-9733-48b5b85a9b86,sku_exact
Yo-BR-R-RE,Sarveda Yoga Bolster filled with Cotton | Rose,Yo-BR-R-RE,Round Yoga Bolster,[],round-yoga-bolster,98d10cff-a118-489e-9744-c6ab6c4c3309,sku_exact
Yo-BR-R-GY,Sarveda Yoga Bolster filled with Cotton| Grey,Yo-BR-R-GY,Round Yoga Bolster,[],round-yoga-bolster,56d7aed5-14a7-406b-8f9c-944964f94b14,sku_exact
Yo-BR-R-NB,Sarveda Yoga Bolster filled with Cotton | Navy Blue,Yo-BR-R-NB,Round Yoga Bolster,[],round-yoga-bolster,61160edb-7823-435e-8977-d75ca1d935d9,sku_exact
Yo-BR-R-DG,Sarveda Yoga Bolster filled with Cotton | Dark Grey,Yo-BR-R-DG,Round Yoga Bolster,[],round-yoga-bolster,44386d6d-5eeb-4586-9315-957fc9b4b6d8,sku_exact
Yo-BR-R-SE,Sarveda Yoga Bolster filled with Cotton | Sage,Yo-BR-R-SE,Round Yoga Bolster,[],round-yoga-bolster,f7da8ea1-7562-48ab-b57b-7cdebaa53dd3,sku_exact
Yo-BR-R-O,Sarveda Yoga Bolster filled with Cotton | Orange,Yo-BR-R-O,Round Yoga Bolster,[],round-yoga-bolster,6c831daf-ea84-4e47-9071-31de28d83d35,sku_exact
Yo-BR-RE-NB,Sarveda Rectangular Yoga Bolster filled with Cotton | Navy Blue,Yo-BR-RE-NB,Rectangular Yoga Bolster,[],rectangular-yoga-bolster,c4884b86-3b8a-48e6-a4ad-3661b4f967fe,sku_exact
Yo-BR-RE-DG,Sarveda Rectangular Yoga Bolster filled with Cotton | Dark Grey,Yo-BR-RE-DG,Rectangular Yoga Bolster,[],rectangular-yoga-bolster,8d56dd8f-7a4a-4d11-ab05-f032dc0afeb2,sku_exact
Yo-BR-RE-RE,Sarveda Rectangular Yoga Bolster filled with Cotton | Rose,Yo-BR-RE-RE,Rectangular Yoga Bolster,[],rectangular-yoga-bolster,cbca20d8-6f94-406f-924b-a23dff301494,sku_exact
Yo-BR-RE-SE,Sarveda Rectangular Yoga Bolster filled with Cotton | Sage,Yo-BR-RE-SE,Rectangular Yoga Bolster,[],rectangular-yoga-bolster,84409d69-b014-483f-84aa-91235ad0ad91,sku_exact
Yo-BR-RE-RP,Sarveda Rectangular Yoga Bolster filled with Cotton | Rouge Pink,Yo-BR-RE-RP,Rectangular Yoga Bolster,[],rectangular-yoga-bolster,d390ae6a-7f41-4978-843b-9f17593d0306,sku_exact
Yo-BT-C-BW,Sarveda Yoga Blanket | Organic Cotton | Brown,Yo-BT-C-BW,Yoga Blanket made from Organic Cotton,[],yoga-blanket-made-from-organic-cotton,2aafd1e1-56c1-4355-a64e-9cc635ffcccd,sku_exact
Yo-BT-C-MG,Sarveda Yoga Blanket | Organic Cotton | Magenta,Yo-BT-C-MG,Yoga Blanket made from Organic Cotton,[],yoga-blanket-made-from-organic-cotton,f66a13c8-0605-452b-8d82-a4299051d6fb,sku_exact
Yo-BL-D-SB,Sarveda Yoga Belt | Organic Cotton Strap for Stretching | Sky Blue,Yo-BL-D-SB,Yoga Belt/Strap for Sturdy Grip,[],yoga-belt-strap-for-sturdy-grip,fa55b157-b1e5-46e1-9189-11c712a2d7db,sku_exact
Yo-BL-D-BE,Sarveda Yoga Belt | Organic Cotton Strap for Stretching | Beige,Yo-BL-D-BE,Yoga Belt/Strap for Sturdy Grip,[],yoga-belt-strap-for-sturdy-grip,e5559855-2909-4090-a399-778d4ba23b9f,sku_exact
Yo-BL-D-NB,Sarveda Yoga Belt | Organic Cotton Strap for Stretching | Navy Blue,Yo-BL-D-NB,Yoga Belt/Strap for Sturdy Grip,[],yoga-belt-strap-for-sturdy-grip,f56c1b77-3610-485e-ace0-8f4fc95b55a7,sku_exact
Yo-BL-D-RE,Sarveda Yoga Belt | Organic Cotton Strap for Stretching | Rose,Yo-BL-D-RE,Yoga Belt/Strap for Sturdy Grip,[],yoga-belt-strap-for-sturdy-grip,e1b3ad97-f3a7-47b8-9d7d-8d575bdd5b51,sku_exact
Yo-BL-D-GR,Sarveda Yoga Belt | Organic Cotton Strap for Stretching | Green,Yo-BL-D-GR,Yoga Belt/Strap for Sturdy Grip,[],yoga-belt-strap-for-sturdy-grip,327a1ba8-0f4a-4d22-bc60-25b5a1f0cac4,sku_exact
Yo-MC-MS-B,Macarame Yoga Mat Strap | Brown,Yo-MC-MS-B,Macrame Yoga Mat Straps,[],macrame-yoga-mat-straps,d1766f8f-355c-430d-9a38-9d3324e09c2e,sku_exact
Yo-MC-MS-G,Macarame Yoga Mat Strap | Green,Yo-MC-MS-G,Macrame Yoga Mat Straps,[],macrame-yoga-mat-straps,2ab3682d-50a8-45ac-8d71-a565c2448fbc,sku_exact
Yo-MC-MS-DG,Macarame Yoga Mat Strap | Dark Grey,Yo-MC-MS-DG,Macrame Yoga Mat Straps,[],macrame-yoga-mat-straps,75b3df9b-8863-4122-8533-3baeddeaf89c,sku_exact
Yo-MC-MS-O,Macarame Yoga Mat Strap | Orange,Yo-MC-MS-O,Macrame Yoga Mat Straps,[],macrame-yoga-mat-straps,78ec2f18-0d07-43d6-834d-05899bf7d03f,sku_exact
Yo-P-E-SE,"Sarveda Lavender Scented Eye Pillows for Yoga, Meditation and Relaxation | Sage",Yo-P-E-SE,Natural Lavender Scented Eye Pillows,[],natural-lavender-scented-eye-pillows,05ec98b3-24d2-45ae-95a5-aa6f4466beba,sku_exact
Yo-P-E-NB,"Sarveda Lavender Scented Eye Pillows for Yoga, Meditation and Relaxation | Navy Blue",Yo-P-E-NB,Natural Lavender Scented Eye Pillows,[],natural-lavender-scented-eye-pillows,2906411c-da60-4906-aab0-60504ebb5991,sku_exact
Yo-P-E-DG,"Sarveda Lavender Scented Eye Pillows for Yoga, Meditation and Relaxation | Dark Grey",Yo-P-E-DG,Natural Lavender Scented Eye Pillows,[],natural-lavender-scented-eye-pillows,03ce014a-cd09-46c4-ab92-c2137603ee4c,sku_exact
Yo-P-E-GY,"Sarveda Lavender Scented Eye Pillows for Yoga, Meditation and Relaxation | Grey",Yo-P-E-GY,Natural Lavender Scented Eye Pillows,[],natural-lavender-scented-eye-pillows,c8be283d-1322-4029-a6b0-d74b4edf80f0,sku_exact
Yo-P-E-RE,"Sarveda Lavender Scented Eye Pillows for Yoga, Meditation and Relaxation | Rose",Yo-P-E-RE,Natural Lavender Scented Eye Pillows,[],natural-lavender-scented-eye-pillows,c305b9c6-a264-42a6-a363-cf26741cd270,sku_exact
Me-Z-R-MG,Sarveda Round Zafu Meditation and Yoga Cushion | Filled with Cotton | Magenta,Me-Z-R-MG,Zafu Meditation Cushion Plain Filled with Cotton,[],zafu-meditation-cushion-plain-filled-with-cotton,72c35c3b-512b-4dbd-9b34-3916beb0b48c,sku_exact
Me-C-RZ-R-E-L,Sarveda Lotus Embroidered Round Zafu Meditation and Yoga Cushion | Filled with Cotton | Rose,Me-C-RZ-R-E-L,Zafu Meditation Cushion Lotus - Embroidery Filled with Cotton,[],zafu-meditation-cushion-lotus-embroidery-filled-with-cotton,2428e63f-b4b0-4a98-afef-c9b33dcd1454,sku_exact
Me-C-RZ-S-E-L,Sarveda Lotus Embroidered Round Zafu Meditation and Yoga Cushion | Filled with Cotton | Sage,Me-C-RZ-S-E-L,Zafu Meditation Cushion Lotus - Embroidery Filled with Cotton,[],zafu-meditation-cushion-lotus-embroidery-filled-with-cotton,cf0a2424-bd58-4dc8-92c8-4073455ce367,sku_exact
Me-C-RZ-MB-E-L,Sarveda Lotus Embroidered Round Zafu Meditation and Yoga Cushion | Filled with Cotton | Misty Blue,Me-C-RZ-MB-E-L,Zafu Meditation Cushion Lotus - Embroidery Filled with Cotton,[],zafu-meditation-cushion-lotus-embroidery-filled-with-cotton,9b731dc1-3376-430c-af7c-532e6b10b115,sku_exact
Me-C-RZ-LR-E-L,Sarveda Lotus Embroidered Round Zafu Meditation and Yoga Cushion | Filled with Cotton | Lavender,Me-C-RZ-LR-E-L,Zafu Meditation Cushion Lotus - Embroidery Filled with Cotton,[],zafu-meditation-cushion-lotus-embroidery-filled-with-cotton,3e4b73b2-d45e-4f5c-a21a-5012ca1ca130,sku_exact
Me-C-RZ-LG-E-L,Sarveda Lotus Embroidered Round Zafu Meditation and Yoga Cushion | Filled with Cotton | Light Grey,Me-C-RZ-LG-E-L,Zafu Meditation Cushion Lotus - Embroidery Filled with Cotton,[],zafu-meditation-cushion-lotus-embroidery-filled-with-cotton,2a1fa241-9aff-4644-a1c9-840a81f84ed9,sku_exact
Me-C-HZ-RB,Sarveda Hi-Zafu Meditation Cushion filled with Buckwheat Hulls | Royal Blue,Me-C-HZ-RB,Hi-Zafu Meditation Cushion - Filled with Buckwheat,[],hi-zafu-meditation-cushion-filled-with-buckwheat,cb860674-c67b-4c61-ab04-0ba9a74d13de,sku_exact
Me-C-HZ-DG,Sarveda Hi-Zafu Meditation Cushion filled with Buckwheat Hulls | Dark Grey,Me-C-HZ-DG,Hi-Zafu Meditation Cushion - Filled with Buckwheat,[],hi-zafu-meditation-cushion-filled-with-buckwheat,045428cf-5db7-44a9-9f6c-0a0eaf645f9a,sku_exact
Me-C-HZ-RD,Sarveda Hi-Zafu Meditation Cushion filled with Buckwheat Hulls | Red,Me-C-HZ-RD,Hi-Zafu Meditation Cushion - Filled with Buckwheat,[],hi-zafu-meditation-cushion-filled-with-buckwheat,129df515-723a-4b5a-b604-a7bd544894bd,sku_exact
Me-C-HZ-GY,Sarveda Hi-Zafu Meditation Cushion filled with Buckwheat Hulls | Grey,Me-C-HZ-GY,Hi-Zafu Meditation Cushion - Filled with Buckwheat,[],hi-zafu-meditation-cushion-filled-with-buckwheat,5fd04996-bc64-45fa-b6d4-7d26addd3cda,sku_exact
Me-C-HZ-SE,Sarveda Hi-Zafu Meditation Cushion filled with Buckwheat Hulls | Sage,Me-C-HZ-SE,Hi-Zafu Meditation Cushion - Filled with Buckwheat,[],hi-zafu-meditation-cushion-filled-with-buckwheat,8f4b2792-bba4-4467-b640-431f1b7efc7f,sku_exact
Me-C-HZ-LR,Sarveda Hi-Zafu Meditation Cushion filled with Buckwheat Hulls | Lavender,Me-C-HZ-LR,Hi-Zafu Meditation Cushion - Filled with Buckwheat,[],hi-zafu-meditation-cushion-filled-with-buckwheat,7c7720c9-7d29-417a-b4b4-a22938f1beff,sku_exact
Me-C-HZ-I,Sarveda Hi-Zafu Meditation Cushion filled with Buckwheat Hulls | Ivory,Me-C-HZ-I,Hi-Zafu Meditation Cushion - Filled with Buckwheat,[],hi-zafu-meditation-cushion-filled-with-buckwheat,cce1c433-2f27-4d33-87c0-c454fca3f93e,sku_exact
Me-C-HZ-MB,Sarveda Hi-Zafu Meditation Cushion filled with Buckwheat Hulls | Misty Blue,Me-C-HZ-MB,Hi-Zafu Meditation Cushion - Filled with Buckwheat,[],hi-zafu-meditation-cushion-filled-with-buckwheat,7de51e52-0cf8-4aaf-a9c2-e3e1ed0ee187,sku_exact
Me-C-HZ-LG,Sarveda Hi-Zafu Meditation Cushion filled with Buckwheat Hulls | Light Grey,Me-C-HZ-LG,Hi-Zafu Meditation Cushion - Filled with Buckwheat,[],hi-zafu-meditation-cushion-filled-with-buckwheat,3b9d06db-5dcf-46e3-8151-b154bdbdf9b1,sku_exact
Me-C-HZ-NB,Sarveda Hi-Zafu Meditation Cushion filled with Buckwheat Hulls | Navy Blue,Me-C-HZ-NB,Hi-Zafu Meditation Cushion - Filled with Buckwheat,[],hi-zafu-meditation-cushion-filled-with-buckwheat,793c7434-5423-44fc-a805-ba5fdd19d1ca,sku_exact
Me-C-HZ-S-E-L,Sarveda Hi-Zafu Meditation Cushion with Lotus Embroidery filled with Buckwheat Hulls | Sage,Me-C-HZ-S-E-L,Hi-Zafu Meditation Cushion - Embroidered with Lotus,[],hi-zafu-meditation-cushion-embroidered-with-lotus,15db0d07-955c-4072-a5be-ea957f295176,sku_exact
Me-C-HZ-MB-E-L,Sarveda Hi-Zafu Meditation Cushion with Lotus Embroidery filled with Buckwheat Hulls | Misty Blue,Me-C-HZ-MB-E-L,Hi-Zafu Meditation Cushion - Embroidered with Lotus,[],hi-zafu-meditation-cushion-embroidered-with-lotus,f91b2129-255d-4c17-bbd4-65f2b5721def,sku_exact
Me-C-HZ-R-E-L,Sarveda Hi-Zafu Meditation Cushion with Lotus Embroidery filled with Buckwheat Hulls | Rose,Me-C-HZ-R-E-L,Hi-Zafu Meditation Cushion - Embroidered with Lotus,[],hi-zafu-meditation-cushion-embroidered-with-lotus,07a93638-8386-4002-b829-cbc7d8fa446d,sku_exact
Me-C-HZ-LG-E-L,Sarveda Hi-Zafu Meditation Cushion with Lotus Embroidery filled with Buckwheat Hulls | Light Grey,Me-C-HZ-LG-E-L,Hi-Zafu Meditation Cushion - Embroidered with Lotus,[],hi-zafu-meditation-cushion-embroidered-with-lotus,e56183d1-d5a5-4210-bfeb-47b9c0181975,sku_exact
Me-C-HZ-L-E-L,Sarveda Hi-Zafu Meditation Cushion with Lotus Embroidery filled with Buckwheat Hulls | Lavender,Me-C-HZ-L-E-L,Hi-Zafu Meditation Cushion - Embroidered with Lotus,[],hi-zafu-meditation-cushion-embroidered-with-lotus,4826b741-99ff-4bf9-9768-3a952a40b160,sku_exact
Me-C-Zn-NB,Zabuton -Cushion Navy Blue,Me-C-Zn-NB,Zabuton Cushion for Meditation,[],zabuton-cushion-for-meditation,0115db92-7272-4c90-ab3a-a3b79c3c7cda,sku_exact
Me-C-Zn-GY,Zabuton -Cushion Grey,Me-C-Zn-GY,Zabuton Cushion for Meditation,[],zabuton-cushion-for-meditation,655dcc17-1b28-4df1-adb2-9b4fe2d6d79d,sku_exact
Me-C-Zn-LR,Zabuton - Cushion- Lavendar,Me-C-Zn-LR,Zabuton Cushion for Meditation,[],zabuton-cushion-for-meditation,dea0434d-32db-4662-9de0-7598b521f024,sku_exact
Me-C-Zn-LG,Zabuton - Cushion-Light grey,Me-C-Zn-LG,Zabuton Cushion for Meditation,[],zabuton-cushion-for-meditation,7461ad0c-fb10-4eea-b178-796513332963,sku_exact
Me-C-Zn-MB,Zabuton -Cushion -Misty Blue,Me-C-Zn-MB,Zabuton Cushion for Meditation,[],zabuton-cushion-for-meditation,42de0815-86c3-4e42-94cf-5172c4ddd1fe,sku_exact
IS-7C-S,7 Chakara Incense Sticks Set with Stand,IS-7C-S,7 Chakras Mystical Incense Sticks Set,[],7-chakras-mystical-incense-sticks-set,df0b7170-7d92-4245-bb49-2332a141112c,sku_exact
IS-7C,7 Chakara Incense Sticks Set,IS-7C,7 Chakras Mystical Incense Sticks Set,[],7-chakras-mystical-incense-sticks-set,c00fe983-d949-4c64-9e87-f3e48bbff299,sku_exact
IS-L-12,Pure Lavender Incense Sticks for the Third Eye or Ajna Chakra,IS-L-12,7 Chakras Mystical Incense Sticks Set,[],7-chakras-mystical-incense-sticks-set,25c52bbf-aa2b-480a-8e3e-571e68413bd0,sku_exact
IS-S-12,Pure Sandalwood for the Root Charka or Mooladhara,IS-S-12,7 Chakras Mystical Incense Sticks Set,[],7-chakras-mystical-incense-sticks-set,1f44bfc2-8a67-4897-8790-7ddd6258f2c9,sku_exact
IS-M-12,Pure Musk for the Sacral Chakra or Svadisthana,IS-M-12,7 Chakras Mystical Incense Sticks Set,[],7-chakras-mystical-incense-sticks-set,730c9f0c-cfc5-4544-8242-b9537c90e98d,sku_exact
IS-F-12,Pure Frankincense for the Crown or Sahasrara Chakra,IS-F-12,7 Chakras Mystical Incense Sticks Set,[],7-chakras-mystical-incense-sticks-set,96cac209-052c-4b07-987f-7c92bd3e5550,sku_exact
IS-C-12,Pure Citronella for the Solar plexus or Manipura chakra,IS-C-12,7 Chakras Mystical Incense Sticks Set,[],7-chakras-mystical-incense-sticks-set,c82a13d0-c39c-4e03-aa51-40e3f9187ec2,sku_exact
IS-E-12,Pure Eucalyptus for the throat or Vishuddha Chakra,IS-E-12,7 Chakras Mystical Incense Sticks Set,[],7-chakras-mystical-incense-sticks-set,786beee5-158e-4110-aef1-f6d6f4113218,sku_exact
IS-R-12,Pure Rose for the heart or Anahata Chakra,IS-R-12,7 Chakras Mystical Incense Sticks Set,[],7-chakras-mystical-incense-sticks-set,2e60b105-10eb-4dcb-b0ae-bba10bfe6e67,sku_exact
MI-CS-R,Sarveda Mini Natural Handmade Coconut Shaker | Round Shape,MI-CS-R,Mini Coconut Shakers - 3 Types,[],mini-coconut-shakers-3-types,4e9aeabe-3780-456a-be8c-843cbcb66c7d,sku_exact
MI-CS-S,Sarveda Mini Natural Handmade Coconut Shaker | Square Shape,MI-CS-S,Mini Coconut Shakers - 3 Types,[],mini-coconut-shakers-3-types,1433b1fa-bacb-4b38-ad53-d52940b00641,sku_exact
MI-CS-E,Sarveda Mini Natural Handmade Coconut Shaker | Eye Shape,MI-CS-E,Mini Coconut Shakers - 3 Types,[],mini-coconut-shakers-3-types,ef2a4963-e4bd-493f-8c97-25c78a1a752e,sku_exact
MI-CS-H,Sarveda Mini Natural Handmade Coconut Shaker | Handheld,MI-CS-H,Handheld Natural Coconut Shaker,[],handheld-natural-coconut-shaker,e3494886-d943-41ca-9760-29829cd8492a,sku_exact
MI-ES-H,Egg Shaker Plain with Handle,MI-ES-H,Egg Shaker with Handle,[],egg-shaker-with-handle,3c384fe6-6080-4e6d-88a9-9aa07e32ae0a,sku_exact
MI-KR-S-L,Kenari Seed Shaker Large,MI-KR-S-L,Kenari Seed Shell Shakers,[],kenari-seed-shell-shakers,e4b84cb2-a509-4d4c-bfcb-bb6418e310ac,sku_exact
MI-KR-S-S,Kenari Seed Shaker Small,MI-KR-S-S,Kenari Seed Shell Shakers,[],kenari-seed-shell-shakers,f6134b50-d791-4dcf-a616-8a8dff4e6ef7,sku_exact
MI-KR-BT,Kenari Bracelt,MI-KR-BT,Kenari Bracelet,[],kenari-bracelet,53c541f7-f380-415c-ac47-c7d86ac20ae0,sku_exact
MI-CN-B,Bambboo castanet,MI-CN-B,Bamboo Castanet,[],bamboo-castanet,bb1f3d9f-68a6-424d-8442-ece26de4b981,sku_exact
MI-CR,Coconut Rattle,MI-CR,Coconut Rattle,[],coconut-rattle,6f51c6ab-9ca5-418b-b377-97d57429ef5e,sku_exact
MI-PS,Pangi Seed Shaker,MI-PS,Pangi Seed Shell Rattle,[],pangi-seed-shell-rattle,4824c698-a5e2-4577-a722-005f22d77646,sku_exact
Mi-CX-M-N,Caxixi Medium Natural,Mi-CX-M-N,Caxixi,[],caxixi,e59d87b2-9b05-4548-bc78-e53580fc549d,sku_exact
MI-WF-S,Musical Wooden Frog- Standard,MI-WF-S,Musical Wooden Frog,[],musical-wooden-frog,5df734a6-b394-4192-872e-e82db48a5213,sku_exact
MI-WF-L,Musical Wooden Frog- Large,MI-WF-L,Musical Wooden Frog,[],musical-wooden-frog,ae449268-e0de-4da6-a8f6-89d3172116d8,sku_exact
MI-KCS-DP,Sarveda Kalimba 7 keys- Dot Painted,MI-KCS-DP,7-Key Kalimba Made from Coconut Shell - Painted & Plain,[],7-key-kalimba-made-from-coconut-shell-painted-plain,96fb8286-c063-4398-aa32-afed71b318cc,sku_exact
MI-BB-2,Buddhist Bell- Small - 2 in,MI-BB-2,Tibetan Buddhist Bell,[],tibetan-buddhist-bell,e4c388a6-fd57-4e89-9b33-8b72f5c9d2e1,sku_exact
MI-BB-3,Buddhist Bell -Medium 3 in,MI-BB-3,Tibetan Buddhist Bell,[],tibetan-buddhist-bell,bc6a2d1b-a49f-4b87-ba2a-a251c924953c,sku_exact
MI-BB-3.5,Buddhist Bell - Large 3.5in,MI-BB-3.5,Tibetan Buddhist Bell,[],tibetan-buddhist-bell,fa4a16de-9d52-4f0d-b49d-7a99c4af102f,sku_exact
MI-OD-P-30,Ocean Drum Plain 30 Cms,MI-OD-P-30,Ocean Drums,[],ocean-drums,99ce8fc6-27bc-48d6-8c6d-9372d16b19e2,sku_exact
MI-OD-P-35,Ocean Drum Plain 35 Cms,MI-OD-P-35,Ocean Drums,[],ocean-drums,b21847ae-c99b-4098-87d4-24cfd32d133c,sku_exact
MI-OD-P-40,Ocean Drum Plain 40 Cms,MI-OD-P-40,Ocean Drums,[],ocean-drums,bd7583e2-5f90-4272-b648-54726096a9e8,sku_exact
MI-SD-P-30,Shamanic Drums Plain -30Cm,MI-SD-P-30,Shamanic Drum,[],shamanic-drum,7b707a9e-ce7f-45eb-a55f-f7ffe1eeeda8,sku_exact
MI-SD-P-40,Shamanic Drums Plain -40 Cm,MI-SD-P-40,Shamanic Drum,[],shamanic-drum,d0caf045-5ca3-4b5f-9cfa-9df07b6889d7,sku_exact
MI-SD-P-45,Shamanic Drums Plain -45 Cm,MI-SD-P-45,Shamanic Drum,[],shamanic-drum,00026ef6-a187-4a08-bda7-530178bebe10,sku_exact
MI-SD-B-30,Shamanic Drums Butterfly -30Cm,MI-SD-B-30,Shamanic Drum,[],shamanic-drum,9ab8cfd1-437c-436f-93aa-e8e4a5a4d208,sku_exact
MI-SD-B-40,Shamanic Drums Butterfly-40 Cm,MI-SD-B-40,Shamanic Drum,[],shamanic-drum,8d65659f-1834-43bf-95df-8ae3419ad8d2,sku_exact
MI-SD-B-45,Shamanic Drums Butterfly -45 Cm,MI-SD-B-45,Shamanic Drum,[],shamanic-drum,a884ea47-7e0c-4843-bea8-e90d3e1d7ce7,sku_exact
