id,parent_id,parent_slug,sku,status,title,thumb_id,video,attrs,regular_price,sale_price
44009,5669,copper-bottle-orange-light,,publish,Sunshine within Me,6410,,attribute_pa_bottle-type=without-brush;attribute_size=500ml,1157,890
44010,5669,copper-bottle-orange-light,,publish,Sunshine within Me,6487,,attribute_pa_bottle-type=with-brush;attribute_size=500ml,1281,985
5784,5675,copper-bottle-with-7-chakras-plain,,publish,7 Chakras Gold - Copper Bottle,6411,,attribute_pa_bottle-type=without-brush;attribute_size=500ml,1203,925
5785,5675,copper-bottle-with-7-chakras-plain,,publish,7 Chakras Gold - Copper Bottle,6488,,attribute_pa_bottle-type=with-brush;attribute_size=500ml,1294,995
43493,5675,copper-bottle-with-7-chakras-plain,,publish,7 Chakras Gold - Copper Bottle,6451,,attribute_pa_bottle-type=without-brush;attribute_size=1L,1619,1245
43494,5675,copper-bottle-with-7-chakras-plain,,publish,7 Chakras Gold - Copper Bottle,6488,,attribute_pa_bottle-type=with-brush;attribute_size=1L,1749,1345
5786,5682,copper-bottle-black-with-7-chakras-vintage,,publish,7 Chakras Vintage - Copper Bottle,6412,,attribute_pa_bottle-type=without-brush;attribute_size=1L,1619,1245
5787,5682,copper-bottle-black-with-7-chakras-vintage,,publish,7 Chakras Vintage - Copper Bottle,6489,,attribute_pa_bottle-type=with-brush;attribute_size=500ml,1294,995
43491,5682,copper-bottle-black-with-7-chakras-vintage,,publish,7 Chakras Vintage - Copper Bottle,6412,,attribute_pa_bottle-type=without-brush;attribute_size=500ml,1203,925
43492,5682,copper-bottle-black-with-7-chakras-vintage,,publish,7 Chakras Vintage - Copper Bottle,6489,,attribute_pa_bottle-type=with-brush;attribute_size=1L,1749,1345
5913,5688,copper-bottle-hammered-copper-set,,publish,Hammered Copper Bottle - Without Brush,5788,,attribute_pa_bottle-type=copper;attribute_pa_coconut-fiber-brush=without-brush,1429,1099
5914,5688,copper-bottle-hammered-copper-set,,publish,Hammered Copper Bottle - With Brush,5761,,attribute_pa_bottle-type=copper;attribute_pa_coconut-fiber-brush=with-brush,1559,1199
47720,5740,dumroo-medium-size,,publish,Dumru/Dumroo Indian Handmade Percussion Instrument - Plain,47726,,attribute_type=Plain,350,275
47721,5740,dumroo-medium-size,,publish,Dumru/Dumroo Indian Handmade Percussion Instrument - Dot Painted,47636,,attribute_type=Dot Painted,425,325
44932,5763,tingsha-bell,,publish,"Tingsha Bell - Golden, Small",0,,attribute_size=Small;attribute_type=Golden,2145,1650
44933,5763,tingsha-bell,,publish,"Tingsha Bell - Golden, Standard",0,,attribute_size=Standard;attribute_type=Golden,2295,1795
44934,5763,tingsha-bell,,publish,"Tingsha Bell - Dark, Small",0,,attribute_size=Small;attribute_type=Dark,2145,1650
44935,5763,tingsha-bell,,publish,"Tingsha Bell - Dark, Standard",0,,attribute_size=Standard;attribute_type=Dark,2295,1795
44936,5763,tingsha-bell,,publish,"Tingsha Bell - Etched, Small",0,,attribute_size=Small;attribute_type=Etched,2145,1650
44937,5763,tingsha-bell,,publish,"Tingsha Bell - Etched, Standard",0,,attribute_size=Standard;attribute_type=Etched,2295,1795
5776,5769,jala-neti-pot,NP-R-185,private,Jala Neti Pot - Ceramic 185 ml - Red,6415,,attribute_colour=Red,319,245
5826,5769,jala-neti-pot,NP-W-185,publish,Jala Neti Pot - Ceramic 185 ml - White,6420,,attribute_colour=White,319,245
6335,5769,jala-neti-pot,NP-LY-185,publish,Jala Neti Pot - Ceramic 185 ml - Lemon Yellow,6416,,attribute_colour=Lemon Yellow,319,245
6336,5769,jala-neti-pot,NP-MG-185,publish,Jala Neti Pot - Ceramic 185 ml - Mint Green,6414,,attribute_colour=Mint Green,319,245
6918,5769,jala-neti-pot,NP-B-185,publish,Jala Neti Pot - Ceramic 185 ml - Blue,6419,,attribute_colour=Blue,319,245
5946,5934,copper-bottle-curved-copper-diamond-groove,,publish,Curved Diamond Groove Copper Bottle,6490,,attribute_pa_bottle-type=copper;attribute_pa_coconut-fiber-brush=with-brush;attribute_size=500 ml,1559,1199
5947,5934,copper-bottle-curved-copper-diamond-groove,,publish,Curved Diamond Groove Copper Bottle,6413,,attribute_pa_bottle-type=copper;attribute_pa_coconut-fiber-brush=without-brush;attribute_size=1L,1429,1099
5948,5934,copper-bottle-curved-copper-diamond-groove,,publish,Curved Diamond Groove Copper Bottle,6474,,attribute_pa_bottle-type=vintage;attribute_pa_coconut-fiber-brush=with-brush;attribute_size=500 ml,1559,1199
5949,5934,copper-bottle-curved-copper-diamond-groove,,publish,Curved Diamond Groove Copper Bottle,6408,,attribute_pa_bottle-type=vintage;attribute_pa_coconut-fiber-brush=without-brush;attribute_size=1L,1429,1099
42888,6007,printed-copper-water-bottles,CB-T-B-.5,publish,Artistically Designed Copper Bottles,5467,,attribute_cleaning-brush=With Brush;attribute_size=500ml;attribute_types-of-bottles=Tatvamasi - I am Infinite,1281,985
42889,6007,printed-copper-water-bottles,CB-T-.5,publish,Artistically Designed Copper Bottles,6110,,attribute_cleaning-brush=Without Brush;attribute_size=500ml;attribute_types-of-bottles=Tatvamasi - I am Infinite,1157,890
42890,6007,printed-copper-water-bottles,CB-T-B,publish,Artistically Designed Copper Bottles,5467,,attribute_cleaning-brush=With Brush;attribute_size=1L;attribute_types-of-bottles=Tatvamasi - I am Infinite,1749,1345
42891,6007,printed-copper-water-bottles,CB-T,publish,Artistically Designed Copper Bottles,6110,,attribute_cleaning-brush=Without Brush;attribute_size=1L;attribute_types-of-bottles=Tatvamasi - I am Infinite,1619,1245
42892,6007,printed-copper-water-bottles,CB-HW-B.-.5,publish,Artistically Designed Copper Bottles,5460,,attribute_cleaning-brush=With Brush;attribute_size=500ml;attribute_types-of-bottles=Happiness is inside,1281,985
42893,6007,printed-copper-water-bottles,CB-HW-.5,publish,Artistically Designed Copper Bottles,6109,,attribute_cleaning-brush=Without Brush;attribute_size=500ml;attribute_types-of-bottles=Happiness is inside,1157,890
42894,6007,printed-copper-water-bottles,CB-HW-B,publish,Artistically Designed Copper Bottles,5460,,attribute_cleaning-brush=With Brush;attribute_size=1L;attribute_types-of-bottles=Happiness is inside,1749,1345
42895,6007,printed-copper-water-bottles,CB-HW,publish,Artistically Designed Copper Bottles,6109,,attribute_cleaning-brush=Without Brush;attribute_size=1L;attribute_types-of-bottles=Happiness is inside,1619,1245
42896,6007,printed-copper-water-bottles,CB-BM-B-.5,publish,Artistically Designed Copper Bottles,5754,,attribute_cleaning-brush=With Brush;attribute_size=500ml;attribute_types-of-bottles=Blue Tranquillity,1281,985
42897,6007,printed-copper-water-bottles,CB-BM-.5,publish,Artistically Designed Copper Bottles,6108,,attribute_cleaning-brush=Without Brush;attribute_size=500ml;attribute_types-of-bottles=Blue Tranquillity,1157,890
42898,6007,printed-copper-water-bottles,CB-BM-B,publish,Artistically Designed Copper Bottles,5754,,attribute_cleaning-brush=With Brush;attribute_size=1L;attribute_types-of-bottles=Blue Tranquillity,1749,1345
42899,6007,printed-copper-water-bottles,CB-BM,publish,Artistically Designed Copper Bottles,6108,,attribute_cleaning-brush=Without Brush;attribute_size=1L;attribute_types-of-bottles=Blue Tranquillity,1619,1245
42900,6007,printed-copper-water-bottles,CB-OL-B-.5,publish,Artistically Designed Copper Bottles,5756,,attribute_cleaning-brush=With Brush;attribute_size=500ml;attribute_types-of-bottles=Sunshine within me,1281,985
42901,6007,printed-copper-water-bottles,CB-OL-.5,publish,Artistically Designed Copper Bottles,6107,,attribute_cleaning-brush=Without Brush;attribute_size=500ml;attribute_types-of-bottles=Sunshine within me,1099,845
42902,6007,printed-copper-water-bottles,CB-OL-B,publish,Artistically Designed Copper Bottles,5756,,attribute_cleaning-brush=With Brush;attribute_size=1L;attribute_types-of-bottles=Sunshine within me,1749,1345
42903,6007,printed-copper-water-bottles,CB-OL,publish,Artistically Designed Copper Bottles,6107,,attribute_cleaning-brush=Without Brush;attribute_size=1L;attribute_types-of-bottles=Sunshine within me,1619,1245
42904,6007,printed-copper-water-bottles,CB-PNT-B-.5,publish,Artistically Designed Copper Bottles,5755,,attribute_cleaning-brush=With Brush;attribute_size=500ml;attribute_types-of-bottles=Pink & Positive,1281,985
42905,6007,printed-copper-water-bottles,CB-PNT-.5,publish,Artistically Designed Copper Bottles,6106,,attribute_cleaning-brush=Without Brush;attribute_size=500ml;attribute_types-of-bottles=Pink & Positive,1157,890
42906,6007,printed-copper-water-bottles,CB-PNT-B,publish,Artistically Designed Copper Bottles,5755,,attribute_cleaning-brush=With Brush;attribute_size=1L;attribute_types-of-bottles=Pink & Positive,1749,1345
42907,6007,printed-copper-water-bottles,CB-PNT,publish,Artistically Designed Copper Bottles,6106,,attribute_cleaning-brush=Without Brush;attribute_size=1L;attribute_types-of-bottles=Pink & Positive,1619,1245
6064,6062,mini-coconut-shaker-3-types,MI-CS-R,publish,Mini Coconut Shakers - 3 Types - Round Shaped,6279,,attribute_shape=Round Shaped,839,645
6065,6062,mini-coconut-shaker-3-types,MI-CS-E,publish,Mini Coconut Shakers - 3 Types - Eye Shaped,6278,,attribute_shape=Eye Shaped,813,625
6066,6062,mini-coconut-shaker-3-types,MI-CS-S,publish,Mini Coconut Shakers - 3 Types - Square Shaped,6277,,attribute_shape=Square Shaped,839,645
10128,6062,mini-coconut-shaker-3-types,CO-MI-CS-SRE,publish,Mini Coconut Shakers - 3 Types - All 3,0,,attribute_shape=All 3,1944,1495
43471,6071,non-printed-copper-water-bottles,CB-CP-B,publish,"Grooved, Hammered & Plain Copper Bottle",6450,,attribute_cleaning-brush=With Brush;attribute_colour=Gold;attribute_types=Curved,1559,1199
43472,6071,non-printed-copper-water-bottles,CB-CP,publish,"Grooved, Hammered & Plain Copper Bottle",6452,,attribute_cleaning-brush=Without Brush;attribute_colour=Gold;attribute_types=Curved,1429,1099
43473,6071,non-printed-copper-water-bottles,CB-CV-B,publish,"Grooved, Hammered & Plain Copper Bottle",6456,,attribute_cleaning-brush=Without Brush;attribute_colour=Vintage;attribute_types=Curved,1559,1199
43474,6071,non-printed-copper-water-bottles,CB-CV,publish,"Grooved, Hammered & Plain Copper Bottle",6460,,attribute_cleaning-brush=Without Brush;attribute_colour=Vintage;attribute_types=Curved,1429,1099
43475,6071,non-printed-copper-water-bottles,CB-CPH-B,publish,"Grooved, Hammered & Plain Copper Bottle",43551,,attribute_cleaning-brush=With Brush;attribute_colour=Gold;attribute_types=Hammered,1559,1199
43476,6071,non-printed-copper-water-bottles,CB-CPH,publish,"Grooved, Hammered & Plain Copper Bottle",5693,,attribute_cleaning-brush=Without Brush;attribute_colour=Gold;attribute_types=Hammered,1429,1099
43479,6071,non-printed-copper-water-bottles,CB-CDG-B,publish,"Grooved, Hammered & Plain Copper Bottle",6490,,attribute_cleaning-brush=With Brush;attribute_colour=Gold;attribute_types=Diamond Groove,1559,1199
43480,6071,non-printed-copper-water-bottles,CB-CDG,publish,"Grooved, Hammered & Plain Copper Bottle",6413,,attribute_cleaning-brush=Without Brush;attribute_colour=Gold;attribute_types=Diamond Groove,1429,1099
43481,6071,non-printed-copper-water-bottles,CB-CVDG-B,publish,"Grooved, Hammered & Plain Copper Bottle",6474,,attribute_cleaning-brush=With Brush;attribute_colour=Vintage;attribute_types=Diamond Groove,1559,1199
43482,6071,non-printed-copper-water-bottles,CB-CVDG,publish,"Grooved, Hammered & Plain Copper Bottle",6408,,attribute_cleaning-brush=Without Brush;attribute_colour=Vintage;attribute_types=Diamond Groove,1429,1099
43486,6071,non-printed-copper-water-bottles,CB-CVH,publish,"Grooved, Hammered & Plain Copper Bottle",6407,,attribute_cleaning-brush=Without Brush;attribute_colour=Vintage;attribute_types=Curved Hammered,1429,1099
43550,6071,non-printed-copper-water-bottles,CB-CVH-B,publish,"Grooved, Hammered & Plain Copper Bottle",6480,,attribute_cleaning-brush=With Brush;attribute_colour=Vintage;attribute_types=Curved Hammered,1559,1199
43434,6080,engraved-copper-water-bottles,CB-7CP-B-.5,publish,7 Chakras Copper Water Bottles,6488,,attribute_cleaning-brush=With Brush;attribute_size=500ml;attribute_type=7 Chakras Plain,1294,995
43435,6080,engraved-copper-water-bottles,CB-7CP-.5,publish,7 Chakras Copper Water Bottles,6451,,attribute_cleaning-brush=Without Brush;attribute_size=500ml;attribute_type=7 Chakras Plain,1203,925
43436,6080,engraved-copper-water-bottles,CB-7CP-B,publish,7 Chakras Copper Water Bottles,6488,,attribute_cleaning-brush=With Brush;attribute_size=1L;attribute_type=7 Chakras Plain,1749,1345
43437,6080,engraved-copper-water-bottles,CB-7CP,publish,7 Chakras Copper Water Bottles,6451,,attribute_cleaning-brush=Without Brush;attribute_size=1L;attribute_type=7 Chakras Plain,1619,1245
43438,6080,engraved-copper-water-bottles,CB-7CV-B-.5,publish,7 Chakras Copper Water Bottles,6489,,attribute_cleaning-brush=With Brush;attribute_size=500ml;attribute_type=7 Chakras Vintage,1294,995
43439,6080,engraved-copper-water-bottles,CB-7CV-.5,publish,7 Chakras Copper Water Bottles,6412,,attribute_cleaning-brush=Without Brush;attribute_size=500ml;attribute_type=7 Chakras Vintage,1203,925
43440,6080,engraved-copper-water-bottles,CB-7CV-B,publish,7 Chakras Copper Water Bottles,6489,,attribute_cleaning-brush=With Brush;attribute_size=1L;attribute_type=7 Chakras Vintage,1749,1345
43441,6080,engraved-copper-water-bottles,CB-7CV,publish,7 Chakras Copper Water Bottles,6412,,attribute_cleaning-brush=Without Brush;attribute_size=1L;attribute_type=7 Chakras Vintage,1619,1245
6507,6505,stainless-steel-straws,SSS-2,publish,Stainless Steel Straws - Pack of 2,6945,,attribute_pa_packs=pack-of-2,228,175
6508,6505,stainless-steel-straws,SSS-4,publish,Stainless Steel Straws - Pack of 4,6947,,attribute_pa_packs=pack-of-4,319,245
6525,6519,sarveda-lavender-scented-eye-pillows-for-yoga-meditation-and-relaxation-made-with-cotton-filled-with-flaxseed,Yo-P-E-RE,publish,Natural Lavender Scented Eye Pillows - Rose,6941,,attribute_colour=Rose,525,395
6526,6519,sarveda-lavender-scented-eye-pillows-for-yoga-meditation-and-relaxation-made-with-cotton-filled-with-flaxseed,Yo-P-E-GY,publish,Natural Lavender Scented Eye Pillows - Grey,6939,,attribute_colour=Grey,525,395
6527,6519,sarveda-lavender-scented-eye-pillows-for-yoga-meditation-and-relaxation-made-with-cotton-filled-with-flaxseed,Yo-P-E-NB,publish,Natural Lavender Scented Eye Pillows - Navy Blue,6938,,attribute_colour=Navy Blue,525,395
6528,6519,sarveda-lavender-scented-eye-pillows-for-yoga-meditation-and-relaxation-made-with-cotton-filled-with-flaxseed,Yo-P-E-DG,publish,Natural Lavender Scented Eye Pillows - Dark Grey,6937,,attribute_colour=Dark Grey,525,395
6529,6519,sarveda-lavender-scented-eye-pillows-for-yoga-meditation-and-relaxation-made-with-cotton-filled-with-flaxseed,Yo-P-E-SE,publish,Natural Lavender Scented Eye Pillows - Sage,6940,,attribute_colour=Sage,525,395
6545,6530,yoga-strap,Yo-BL-D-SB,publish,Yoga Belt/Strap for Sturdy Grip - Sky Blue,7244,,attribute_colours=Sky Blue,470,345
6547,6530,yoga-strap,Yo-BL-D-BE,publish,Yoga Belt/Strap for Sturdy Grip - Beige,7246,,attribute_colours=Beige,470,345
6548,6530,yoga-strap,Yo-BL-D-NB,publish,Yoga Belt/Strap for Sturdy Grip - Navy Blue,7243,,attribute_colours=Navy Blue,470,345
6549,6530,yoga-strap,Yo-BL-D-RE,publish,Yoga Belt/Strap for Sturdy Grip - Rose,7242,,attribute_colours=Rose,470,345
6550,6530,yoga-strap,Yo-BL-D-GR,publish,Yoga Belt/Strap for Sturdy Grip - Green,7245,,attribute_colours=Green,470,345
48679,6638,copper-water-bottle-with-2-glasses-set-with-7-chakra-design,,publish,Copper Bottle Gift Set - 7 Chakra - Gold,0,,attribute_colour=Gold,2150,1750
48680,6638,copper-water-bottle-with-2-glasses-set-with-7-chakra-design,,publish,Copper Bottle Gift Set - 7 Chakra - Vintage,0,,attribute_colour=Vintage,2150,1750
6686,6668,yoga-blanket,Yo-BT-C-MG,publish,Yoga Blanket made from Organic Cotton - Magenta,6951,,attribute_colour=Magenta,1820,1395
6687,6668,yoga-blanket,Yo-BT-C-BW,publish,Yoga Blanket made from Organic Cotton - Brown,6950,,attribute_colour=Brown,1820,1395
6688,6668,yoga-blanket,Yo-BT-C-NT,publish,Yoga Blanket made from Organic Cotton - Natural White,6949,,attribute_colour=Natural White,1690,1295
6691,6689,yoga-bolster,Yo-BR-R-DG,publish,Round Yoga Bolster - Dark Grey,6696,,attribute_colour=Dark Grey,1755,1550
6692,6689,yoga-bolster,Yo-BR-R-SE,publish,Round Yoga Bolster - Sage,6698,,attribute_colour=Sage,1755,1550
6693,6689,yoga-bolster,Yo-BR-R-NB,publish,Round Yoga Bolster - Navy Blue,6690,,attribute_colour=Navy Blue,1755,1550
6694,6689,yoga-bolster,Yo-BR-R-RE,publish,Round Yoga Bolster - Rose,6697,,attribute_colour=Rose,1755,1550
6695,6689,yoga-bolster,Yo-BR-R-GY,publish,Round Yoga Bolster - Grey,6699,,attribute_colour=Grey,1755,1550
7905,6689,yoga-bolster,Yo-BR-R-O,publish,Round Yoga Bolster - Orange,7906,,attribute_colour=Orange,1755,1550
9762,6689,yoga-bolster,Yo-BR-R-M,publish,Round Yoga Bolster - Maroon,9761,,attribute_colour=Maroon,1755,1550
44627,6689,yoga-bolster,Yo-BR-R-RP,publish,Round Yoga Bolster - Rogue Pink,44628,,attribute_colour=Rogue Pink,1755,1550
6729,6711,sarveda-zafu-round,Me-Z-R-C-DG,publish,Zafu Meditation Cushion Plain Filled with Cotton - Dark Grey,6952,,attribute_colour=Dark Grey,1415,1185
6730,6711,sarveda-zafu-round,Me-Z-R-C-GY,publish,Zafu Meditation Cushion Plain Filled with Cotton - Grey,6955,,attribute_colour=Grey,1415,1185
6731,6711,sarveda-zafu-round,Me-Z-R-C-NB,publish,Zafu Meditation Cushion Plain Filled with Cotton - Navy Blue,6956,,attribute_colour=Navy Blue,1415,1185
6732,6711,sarveda-zafu-round,Me-Z-R-C-RE,publish,Zafu Meditation Cushion Plain Filled with Cotton - Rose,6953,,attribute_colour=Rose,1415,1185
6733,6711,sarveda-zafu-round,Me-Z-R-C-SE,publish,Zafu Meditation Cushion Plain Filled with Cotton - Sage,6954,,attribute_colour=Sage,1415,1185
7565,6711,sarveda-zafu-round,Me-Z-R-C-O,publish,Zafu Meditation Cushion Plain Filled with Cotton - Orange,7567,,attribute_colour=Orange,1415,1185
9627,6711,sarveda-zafu-round,Me-Z-R-MB,publish,Zafu Meditation Cushion Plain Filled with Cotton - Misty Blue,9640,,attribute_colour=Misty Blue,1415,1185
9628,6711,sarveda-zafu-round,Me-Z-R-LR,publish,Zafu Meditation Cushion Plain Filled with Cotton - Lavender,9638,,attribute_colour=Lavender,1415,1185
9629,6711,sarveda-zafu-round,Me-Z-R-LG,publish,Zafu Meditation Cushion Plain Filled with Cotton - Light Grey,9637,,attribute_colour=Light Grey,1415,1185
9630,6711,sarveda-zafu-round,Me-Z-R-MG,publish,Zafu Meditation Cushion Plain Filled with Cotton - Magenta,9635,,attribute_colour=Magenta,1415,1185
44901,6734,sarveda-zafu-crescent,Me-C-Z-L-RP,publish,"Crescent Zafu Meditation Cushion - Large, Rouge Pink",6743,,attribute_colour=Rouge Pink;attribute_type=Large,1420,1145
44903,6734,sarveda-zafu-crescent,Me-C-Z-L-GY,publish,"Crescent Zafu Meditation Cushion - Large, Grey",44915,,attribute_colour=Grey;attribute_type=Large,1420,1145
44904,6734,sarveda-zafu-crescent,Me-C-Z-L-MB,publish,"Crescent Zafu Meditation Cushion - Large, Misty Blue",44916,,attribute_colour=Misty Blue;attribute_type=Large,1420,1145
44905,6734,sarveda-zafu-crescent,Me-C-Z-L-L,publish,"Crescent Zafu Meditation Cushion - Large, Lavender",44917,,attribute_colour=Lavender;attribute_type=Large,1420,1145
44906,6734,sarveda-zafu-crescent,Me-C-Z-L-S,publish,"Crescent Zafu Meditation Cushion - Large, Sage",44918,,attribute_colour=Sage;attribute_type=Large,1420,1145
44907,6734,sarveda-zafu-crescent,Me-C-Z-L-RE,publish,"Crescent Zafu Meditation Cushion - Large, Rose",44919,,attribute_colour=Rose;attribute_type=Large,1420,1145
44911,6734,sarveda-zafu-crescent,Me-C-Z-M-MB,publish,"Crescent Zafu Meditation Cushion - Medium, Misty Blue",9666,,attribute_colour=Misty Blue;attribute_type=Medium,1420,1085
44912,6734,sarveda-zafu-crescent,Me-C-Z-M-L,publish,"Crescent Zafu Meditation Cushion - Medium, Lavender",9669,,attribute_colour=Lavender;attribute_type=Medium,1420,1085
44913,6734,sarveda-zafu-crescent,Me-C-Z-M-SE,publish,"Crescent Zafu Meditation Cushion - Medium, Sage",9668,,attribute_colour=Sage;attribute_type=Medium,1420,1085
44914,6734,sarveda-zafu-crescent,Me-C-Z-M-R,publish,"Crescent Zafu Meditation Cushion - Medium, Rose",9667,,attribute_colour=Rose;attribute_type=Medium,1420,1085
6775,6755,sarveda-zafu-cylindrical-meditation-cushion,Me-C-HZ-RB,publish,Hi-Zafu Meditation Cushion - Filled with Buckwheat - Royal Blue,6759,,attribute_colour=Royal Blue,1540,1285
6776,6755,sarveda-zafu-cylindrical-meditation-cushion,Me-C-HZ-GY,publish,Hi-Zafu Meditation Cushion - Filled with Buckwheat - Grey,6760,,attribute_colour=Grey,1540,1285
6777,6755,sarveda-zafu-cylindrical-meditation-cushion,Me-C-HZ-DG,publish,Hi-Zafu Meditation Cushion - Filled with Buckwheat - Dark Grey,6757,,attribute_colour=Dark Grey,1540,1285
6778,6755,sarveda-zafu-cylindrical-meditation-cushion,Me-C-HZ-SE,publish,Hi-Zafu Meditation Cushion - Filled with Buckwheat - Sage,6758,,attribute_colour=Sage,1540,1285
6779,6755,sarveda-zafu-cylindrical-meditation-cushion,Me-C-HZ-RD,publish,Hi-Zafu Meditation Cushion - Filled with Buckwheat - Red,6756,,attribute_colour=Red,1540,1285
7559,6755,sarveda-zafu-cylindrical-meditation-cushion,Me-C-HZ-M,publish,Hi-Zafu Meditation Cushion - Filled with Buckwheat - Maroon,7561,,attribute_colour=Maroon,1540,1285
9656,6755,sarveda-zafu-cylindrical-meditation-cushion,Me-C-HZ-NB,publish,Hi-Zafu Meditation Cushion - Filled with Buckwheat - Navy Blue,9653,,attribute_colour=Navy Blue,1540,1285
9657,6755,sarveda-zafu-cylindrical-meditation-cushion,Me-C-HZ-R,publish,Hi-Zafu Meditation Cushion - Filled with Buckwheat - Rose,9655,,attribute_colour=Rose,1540,1285
9658,6755,sarveda-zafu-cylindrical-meditation-cushion,Me-C-HZ-LG,publish,Hi-Zafu Meditation Cushion - Filled with Buckwheat - Light Grey,9654,,attribute_colour=Light Grey,1540,1285
